Pendía,VERB,pender
un,DET,uno
gran,ADJ,gran
interrogante,NOUN,interrogante
sobre,ADP,sobre
si,SCONJ,si
era,AUX,ser
conveniente,ADJ,conveniente
estrenar,VERB,estrenar
en,ADP,en
esos,DET,ese
momentos,NOUN,momento
una,DET,uno
comedia,NOUN,comedia
",",PUNCT,","
y,CCONJ,y
ya,ADV,ya
no,ADV,no
digamos,VERB,decir
con,ADP,con
referencias,NOUN,referencia
al,ADP,al
World,PROPN,World
Trade,PROPN,Trade
Center,PROPN,Center
.,PUNCT,.
La,DET,el
rusa,NOUN,rusa
Alla,PROPN,Alla
Epyfanova,PROPN,Epyfanova
acabó,VERB,acabar
cuarta,ADJ,cuarto
en,ADP,en
la,DET,el
prueba,NOUN,prueba
",",PUNCT,","
a,ADP,a
1:21,NUM,1:21
y,CCONJ,y
por,ADP,por
delante,ADV,delante
de,ADP,de
la,DET,el
canadiense,NOUN,canadiense
Alison,PROPN,Alison
Sydor,PROPN,Sydor
",",PUNCT,","
que,PRON,que
cruzó,VERB,cruzar
la,DET,el
meta,NOUN,meta
con,ADP,con
un,DET,uno
retraso,NOUN,retraso
de,ADP,de
2:54,NUM,2:54
",",PUNCT,","
en,ADP,en
una,DET,uno
prueba,NOUN,prueba
en,ADP,en
la,DET,el
que,PRON,que
la,DET,el
catalana,NOUN,catalana
Silvia,PROPN,Silvia
Rovira,PROPN,Rovira
entró,VERB,entrar
la,DET,el
decimocuarta,ADJ,decimocuarto
",",PUNCT,","
a,ADP,a
9:43,NUM,9:43
.,PUNCT,.
Nada,PRON,nada
hace,VERB,hacer
pensar,VERB,pensar
",",PUNCT,","
sin,ADP,sin
embargo,NOUN,embargo
",",PUNCT,","
que,SCONJ,que
a,ADP,a
corto,ADJ,corto
plazo,NOUN,plazo
se,PRON,él
haga,VERB,hacer
justicia,NOUN,justicia
a,ADP,a
este,DET,este
pueblo,NOUN,pueblo
.,PUNCT,.
Manuel,PROPN,Manuel
Allué,PROPN,Allué
",",PUNCT,","
de,ADP,de
CATAC,PROPN,CATAC
",",PUNCT,","
coincidió,VERB,coincidir
con,ADP,con
Navarro,PROPN,Navarro
en,ADP,en
subrayar,VERB,subrayar
:,PUNCT,:
"""",PUNCT,""""
La,DET,el
mejor,ADJ,mejor
aportación,NOUN,aportación
que,PRON,que
pueden,AUX,poder
hacer,VERB,hacer
a,ADP,a
la,DET,el
política,NOUN,política
penitenciaria,ADJ,penitenciario
es,AUX,ser
marcharse,,
marchar,VERB,marchar
se,PRON,él
a,ADP,a
casa,NOUN,casa
"""",PUNCT,""""
.,PUNCT,.
El,DET,el
Gobierno,PROPN,Gobierno
austriaco,ADJ,austriaco
baraja,VERB,barajar
la,DET,el
cifra,NOUN,cifra
de,ADP,de
unos,PRON,uno
6.000,NUM,6000
millones,NOUN,millón
de,ADP,de
chelines,NOUN,chelín
(,PUNCT,(
casi,ADV,casi
70.000,NUM,70000
millones,NOUN,millón
de,ADP,de
pesetas,NOUN,peseta
),PUNCT,)
para,ADP,para
indemnizar,VERB,indemnizar
a,ADP,a
los,DET,el
esclavos,NOUN,esclavo
del,ADP,del
nazismo,NOUN,nazismo
",",PUNCT,","
según,SCONJ,según
informó,VERB,informar
ayer,ADV,ayer
la,DET,el
responsable,NOUN,responsable
gubernamental,ADJ,gubernamental
sobre,ADP,sobre
este,DET,este
tema,NOUN,tema
",",PUNCT,","
Maria,PROPN,Maria
Schaumayer,PROPN,Schaumayer
.,PUNCT,.
El,DET,el
uso,NOUN,uso
de,ADP,de
esta,DET,este
herramienta,NOUN,herramienta
desde,ADP,desde
el,DET,el
hogar,NOUN,hogar
",",PUNCT,","
el,DET,el
espacio,NOUN,espacio
laboral,ADJ,laboral
(,PUNCT,(
sea,AUX,ser
fijo,ADJ,fijo
o,CCONJ,o
a,ADP,a
distancia,NOUN,distancia
),PUNCT,)
o,CCONJ,o
los,DET,el
ratos,NOUN,rato
de,ADP,de
ocio,NOUN,ocio
",",PUNCT,","
plantea,VERB,plantear
el,DET,el
dilema,NOUN,dilema
de,ADP,de
quién,PRON,quién
es,AUX,ser
el,DET,el
propietario,NOUN,propietario
del,ADP,del
mensaje,NOUN,mensaje
en,ADP,en
cada,DET,cada
caso,NOUN,caso
y,CCONJ,y
qué,DET,qué
tipo,NOUN,tipo
de,ADP,de
legislación,NOUN,legislación
lo,PRON,él
ampara,VERB,amparar
.,PUNCT,.
La,DET,el
cesión,NOUN,cesión
incluye,VERB,incluir
17,NUM,17
cajas,NOUN,caja
con,ADP,con
documentos,NOUN,documento
como,SCONJ,como
cartas,NOUN,carta
personales,ADJ,personal
a,ADP,a
su,DET,su
mujer,NOUN,mujer
",",PUNCT,","
artículos,NOUN,artículo
",",PUNCT,","
contratos,NOUN,contrato
con,ADP,con
editoriales,NOUN,editorial
y,CCONJ,y
trabajos,NOUN,trabajo
hechos,ADJ,hecho
durante,ADP,durante
los,DET,el
años,NOUN,año
en,ADP,en
que,PRON,que
permaneció,VERB,permanecer
en,ADP,en
la,DET,el
cárcel,NOUN,cárcel
Modelo,PROPN,Modelo
.,PUNCT,.
