(,PUNCT,(
-,PUNCT,-
O,CCONJ,o
es,AUX,ser
que,SCONJ,que
prefieren,VERB,preferir
un,DET,uno
Cáceres-Murcia,PROPN,Cáceres-Murcia
?,PUNCT,?
),PUNCT,)
Nueva,PROPN,Nueva
Delhi,PROPN,Delhi
anunció,VERB,anunciar
ayer,ADV,ayer
que,SCONJ,que
ha,AUX,haber
completado,VERB,completar
sus,DET,su
movimientos,NOUN,movimiento
de,ADP,de
tropas,NOUN,tropa
en,ADP,en
la,DET,el
frontera,NOUN,frontera
con,ADP,con
Pakistán,PROPN,Pakistán
.,PUNCT,.
La,DET,el
ministra,NOUN,ministra
",",PUNCT,","
pobrecita,ADJ,pobrecito
",",PUNCT,","
quiere,VERB,querer
pasar,VERB,pasar
a,ADP,a
la,DET,el
historia,NOUN,historia
.,PUNCT,.
No,ADV,no
es,AUX,ser
nuevo,ADJ,nuevo
que,SCONJ,que
un,DET,uno
grupo,NOUN,grupo
de,ADP,de
danza,NOUN,danza
contemporánea,ADJ,contemporáneo
con,ADP,con
cierta,DET,cierto
trayectoria,NOUN,trayectoria
inicie,VERB,iniciar
una,DET,uno
línea,NOUN,línea
paralela,ADJ,paralelo
de,ADP,de
creación,NOUN,creación
dedicada,ADJ,dedicado
a,ADP,a
todos,DET,todo
los,DET,el
públicos,NOUN,público
.,PUNCT,.
Como,SCONJ,como
es,AUX,ser
bien,ADV,bien
sabido,VERB,saber
",",PUNCT,","
los,DET,el
kurdos,NOUN,kurdo
no,PART,no
sólo,ADV,sólo
habitan,VERB,habitar
en,ADP,en
el,DET,el
sureste,NOUN,sureste
de,ADP,de
Turquía,PROPN,Turquía
sino,CCONJ,sino
también,NOUN,también
en,ADP,en
el,DET,el
noreste,NOUN,noreste
de,ADP,de
Irak,PROPN,Irak
",",PUNCT,","
en,ADP,en
Irán,PROPN,Irán
",",PUNCT,","
en,ADP,en
Azerbaiyán,PROPN,Azerbaiyán
y,CCONJ,y
en,ADP,en
Armenia,PROPN,Armenia
y,CCONJ,y
",",PUNCT,","
en,ADP,en
general,NOUN,general
",",PUNCT,","
se,PRON,él
encuentran,VERB,encontrar
minorías,NOUN,minoría
kurdas,ADJ,kurdo
en,ADP,en
todos,DET,todo
los,DET,el
países,NOUN,país
del,ADP,del
Cáucaso,PROPN,Cáucaso
",",PUNCT,","
pero,CCONJ,pero
siempre,ADV,siempre
en,ADP,en
situaciones,NOUN,situación
