También,ADV,también
se,PRON,él
presentó,VERB,presentar
por,ADP,por
la,DET,el
provincia,NOUN,provincia
de,ADP,de
Pontevedra,PROPN,Pontevedra
pero,CCONJ,pero
se,PRON,él
desconocen,VERB,desconocer
los,DET,el
resultados,NOUN,resultado
.,PUNCT,.
Además,ADV,además
de,ADP,de
volar,VERB,volar
gratis,NOUN,gratis
a,ADP,a
Miami,PROPN,Miami
y,CCONJ,y
de,ADP,de
disfrutar,VERB,disfrutar
de,ADP,de
los,DET,el
traslados,NOUN,traslado
en,ADP,en
ambas,NUM,ambos
ciudades,NOUN,ciudad
",",PUNCT,","
los,DET,el
clientes,NOUN,cliente
se,PRON,él
beneficiarán,VERB,beneficiar
de,ADP,de
otros,DET,otro
obsequios,NOUN,obsequio
como,SCONJ,como
mapas,NOUN,mapa
guía,NOUN,guía
de,ADP,de
las,DET,el
ciudades,NOUN,ciudad
",",PUNCT,","
maletas,NOUN,maleta
y,CCONJ,y
descuentos,NOUN,descuento
especiales,ADJ,especial
en,ADP,en
grandes,ADJ,grande
almacenes,NOUN,almacén
.,PUNCT,.
Su,DET,su
propósito,NOUN,propósito
era,AUX,ser
investigar,VERB,investigar
cómo,PRON,cómo
se,PRON,él
forman,VERB,formar
las,DET,el
sensaciones,NOUN,sensación
",",PUNCT,","
las,DET,el
imágenes,NOUN,imagen
en,ADP,en
el,DET,el
cerebro,NOUN,cerebro
",",PUNCT,","
la,DET,el
memoria,NOUN,memoria
",",PUNCT,","
las,DET,el
percepciones,NOUN,percepción
de,ADP,de
tiempo,NOUN,tiempo
y,CCONJ,y
espacio,NOUN,espacio
",",PUNCT,","
etcétera,PUNCT,etcétera
.,PUNCT,.
El,DET,el
crack,NOUN,crack
que,PRON,que
quiere,VERB,querer
el,DET,el
Chelsea,PROPN,Chelsea
anda,VERB,andar
todavia,PROPN,todavia
lesionado,ADJ,lesionado
pero,CCONJ,pero
tiene,VERB,tener
un,DET,uno
ofertón,NOUN,ofertón
del,ADP,del
club,NOUN,club
londinense,ADJ,londinense
para,ADP,para
ficharlo,VERB,fichar él
la,DET,el
próxima,ADJ,próximo
temporada,NOUN,temporada
.,PUNCT,.
Para,ADP,para
cada,DET,cada
una,PRON,uno
se,PRON,él
indica,VERB,indicar
el,DET,el
nombre,NOUN,nombre
binomial,ADJ,binomial
seguido,ADJ,seguido
del,ADP,del
autor,NOUN,autor
",",PUNCT,","
abreviado,ADJ,abreviado
según,ADP,según
las,DET,el
convenciones,NOUN,convención
y,CCONJ,y
usos,NOUN,uso
.,PUNCT,.
"""",PUNCT,""""
La,DET,el
hipótesis,NOUN,hipótesis
más,ADV,más
sólida,ADJ,sólido
es,AUX,ser
una,DET,uno
venganza,NOUN,venganza
por,ADP,por
la,DET,el
pugna,NOUN,pugna
entre,ADP,entre
las,DET,el
bandas,NOUN,banda
criminales,ADJ,criminal
que,PRON,que
pudo,AUX,poder
derivar,VERB,derivar
en,ADP,en
esta,DET,este
masacre,NOUN,masacre
"""",PUNCT,""""
",",PUNCT,","
señaló,VERB,señalar
Rommel,PROPN,Rommel
Moreno,PROPN,Moreno
",",PUNCT,","
procurador,NOUN,procurador
fiscal,ADJ,fiscal
del,ADP,del
estado,NOUN,estado
de,ADP,de
Baja,PROPN,Baja
California,PROPN,California
",",PUNCT,","
al,ADP,al
que,PRON,que
pertenece,VERB,pertenecer
Tijuana,PROPN,Tijuana
.,PUNCT,.
Las,DET,el
fuentes,NOUN,fuente
a,ADP,a
las,DET,el
que,PRON,que
acudió,VERB,acudir
Metastasio,PROPN,Metastasio
para,ADP,para
escribir,VERB,escribir
el,DET,el
libreto,NOUN,libreto
de,ADP,de
Demetrio,PROPN,Demetrio
fueron,AUX,ser
:,PUNCT,:
la,DET,el
Geografía,PROPN,Geografía
del,ADP,del
historiador,NOUN,historiador
griego,ADJ,griego
Estrabón,PROPN,Estrabón
y,CCONJ,y
los,DET,el
trabajos,NOUN,trabajo
de,ADP,de
Diodoro,PROPN,Diodoro
de,ADP,de
Sicilia,PROPN,Sicilia
.,PUNCT,.
El,DET,el
descubrimiento,NOUN,descubrimiento
de,ADP,de
petróleo,NOUN,petróleo
en,ADP,en
Dhahran,PROPN,Dhahran
y,CCONJ,y
los,DET,el
campos,NOUN,campo
cercanos,ADJ,cercano
y,CCONJ,y
la,DET,el
creciente,ADJ,creciente
importancia,NOUN,importancia
de,ADP,de
toda,DET,todo
la,DET,el
región,NOUN,región
afectada,ADJ,afectado
Dammam,PROPN,Dammam
más,ADV,más
que,SCONJ,que
cualquier,DET,cualquiera
otra,DET,otro
ciudad,NOUN,ciudad
de,ADP,de
Arabia,PROPN,Arabia
Saudita,PROPN,Saudita
.,PUNCT,.
El,DET,el
Mercosur,PROPN,Mercosur
lleva,VERB,llevar
a,ADP,a
cabo,NOUN,cabo
tratativas,NOUN,tratativa
para,ADP,para
realizar,VERB,realizar
acuerdos,NOUN,acuerdo
comerciales,ADJ,comercial
con,ADP,con
la,DET,el
Unión,PROPN,Unión
Europea,PROPN,Europea
",",PUNCT,","
con,ADP,con
Corea,PROPN,Corea
del,ADP,del
Sur,PROPN,Sur
",",PUNCT,","
con,ADP,con
el,DET,el
Consejo,PROPN,Consejo
de,ADP,de
Cooperación,PROPN,Cooperación
del,ADP,del
Golfo,PROPN,Golfo
(,PUNCT,(
Arabia,PROPN,Arabia
Saudita,PROPN,Saudita
",",PUNCT,","
Baréin,PROPN,Baréin
",",PUNCT,","
Emiratos,PROPN,Emiratos
Árabes,PROPN,Árabes
Unidos,PROPN,Unidos
",",PUNCT,","
Kuwait,PROPN,Kuwait
",",PUNCT,","
Catar,PROPN,Catar
y,CCONJ,y
Omán,PROPN,Omán
),PUNCT,)
",",PUNCT,","
con,ADP,con
Jordania,PROPN,Jordania
",",PUNCT,","
con,ADP,con
Turquía,PROPN,Turquía
",",PUNCT,","
con,ADP,con
Siria,PROPN,Siria
y,CCONJ,y
con,ADP,con
los,DET,el
Territorios,PROPN,Territorios
Palestinos,PROPN,Palestinos
.,PUNCT,.
Sobre,ADP,sobre
este,DET,este
ambiente,NOUN,ambiente
domina,VERB,dominar
la,DET,el
cabeza,NOUN,cabeza
del,ADP,del
pontífice,NOUN,pontífice
de,ADP,de
rasgos,NOUN,rasgo
fuertes,ADJ,fuerte
y,CCONJ,y
mirada,NOUN,mirada
severa,ADJ,severo
.,PUNCT,.
El,DET,el
concepto,NOUN,concepto
BPC,PROPN,BPC
250,NUM,250
fue,AUX,ser
uno,PRON,uno
de,ADP,de
los,DET,el
dos,NUM,dos
diseños,NOUN,diseño
seleccionados,ADJ,seleccionado
para,ADP,para
los,DET,el
buques,NOUN,buque
de,ADP,de
guerra,NOUN,guerra
anfibia,ADJ,anfibio
clase,NOUN,clase
Canberra,PROPN,Canberra
