Los,DET,el
inicios,NOUN,inicio
de,ADP,de
las,DET,el
transformaciones,NOUN,transformación
sociales,ADJ,social
implican,VERB,implicar
siempre,ADV,siempre
un,DET,uno
cierto,ADJ,cierto
impasse,NOUN,impasse
legal,ADJ,legal
.,PUNCT,.
MÁS,ADV,más
POSGRADOS,NOUN,posgrados
.,PUNCT,.
Recordó,VERB,recordar
que,SCONJ,que
en,ADP,en
Ecuador,PROPN,Ecuador
hay,AUX,haber
500.000,NUM,500000
pequeños,ADJ,pequeño
empresarios,NOUN,empresario
",",PUNCT,","
actividad,NOUN,actividad
de,ADP,de
la,DET,el
que,PRON,que
dependen,VERB,depender
unas,PRON,uno
seis,NUM,6
millones,NOUN,millón
de,ADP,de
personas,NOUN,persona
",",PUNCT,","
aproximadamente,ADV,aproximadamente
la,DET,el
mitad,NOUN,mitad
de,ADP,de
la,DET,el
población,NOUN,población
de,ADP,de
esta,DET,este
nación,NOUN,nación
andina,ADJ,andino
.,PUNCT,.
Y,CCONJ,y
cuando,SCONJ,cuando
digo,VERB,decir
que,SCONJ,que
no,ADV,no
creo,VERB,creer
en,ADP,en
Dios,PROPN,Dios
me,PRON,yo
refiero,VERB,referir
muy,ADV,mucho
concretamente,ADV,concretamente
al,ADP,al
del,ADP,del
Vaticano,PROPN,Vaticano
",",PUNCT,","
porque,SCONJ,porque
se,PRON,él
podría,AUX,poder
creer,VERB,creer
en,ADP,en
otro,DET,otro
Dios,PROPN,Dios
que,PRON,que
no,ADV,no
fuera,AUX,ser
antropomorfo,ADJ,antropomorfo
",",PUNCT,","
hecho,ADJ,hecho
a,ADP,a
imagen,NOUN,imagen
y,CCONJ,y
semejanza,NOUN,semejanza
del,ADP,del
hombre,NOUN,hombre
.,PUNCT,.
Las,DET,el
tarifas,NOUN,tarifa
de,ADP,de
Correos,PROPN,Correos
están,AUX,estar
congeladas,ADJ,congelado
desde,ADP,desde
1998,NOUN,1998
y,CCONJ,y
son,AUX,ser
las,DET,el
más,ADV,más
bajas,ADJ,bajo
de,ADP,de
Europa,PROPN,Europa
.,PUNCT,.
Confieso,VERB,confesar
que,SCONJ,que
la,DET,el
decisión,NOUN,decisión
no,ADV,no
fue,AUX,ser
fácil,ADJ,fácil
",",PUNCT,","
que,SCONJ,que
tuve,VERB,tener
que,SCONJ,que
evaluar,VERB,evaluar
muchas,DET,mucho
cosas,NOUN,cosa
.,PUNCT,.
Los,DET,el
medios,NOUN,medio
de,ADP,de
comunicación,NOUN,comunicación
",",PUNCT,","
que,PRON,que
no,ADV,no
han,AUX,haber
perdonado,VERB,perdonar
de,ADP,de
forma,NOUN,forma
unánime,ADJ,unánime
a,ADP,a
Jospin,PROPN,Jospin
este,DET,este
patinazo,NOUN,patinazo
",",PUNCT,","
hablan,VERB,hablar
hoy,ADV,hoy
de,ADP,de
crisis,NOUN,crisis
en,ADP,en
la,DET,el
cúspide,NOUN,cúspide
del,ADP,del
Estado,PROPN,Estado
y,CCONJ,y
de,ADP,de
"""",PUNCT,""""
fractura,NOUN,fractura
"""",PUNCT,""""
en,ADP,en
la,DET,el
cohabitación,NOUN,cohabitación
.,PUNCT,.
"""",PUNCT,""""
Anboto,PROPN,Anboto
"""",PUNCT,""""
fue,AUX,ser
sentenciada,VERB,sentenciar
en,ADP,en
rebeldía,NOUN,rebeldía
",",PUNCT,","
también,ADV,también
hace,VERB,hacer
dos,NUM,dos
días,NOUN,día
",",PUNCT,","
a,ADP,a
cinco,NUM,cinco
años,NOUN,año
.,PUNCT,.
Apenas,SCONJ,apenas
despertó,VERB,despertar
aquella,DET,aquel
mañana,NOUN,mañana
",",PUNCT,","
la,DET,el
lengua,NOUN,lengua
seca,ADJ,seco
",",PUNCT,","
y,CCONJ,y
firme,ADJ,firme
contra,ADP,contra
el,DET,el
paladar,NOUN,paladar
",",PUNCT,","
se,PRON,él
asustó,VERB,asustar
del,ADP,del
sabor,NOUN,sabor
nauseabundo,ADJ,nauseabundo
de,ADP,de
su,DET,su
propio,DET,propio
aliento,NOUN,aliento
.,PUNCT,.
Por,ADP,por
esta,DET,este
declaración,NOUN,declaración
",",PUNCT,","
Schäuble,PROPN,Schäuble
debió,AUX,deber
pedir,VERB,pedir
perdón,NOUN,perdón
en,ADP,en
el,DET,el
Parlamento,PROPN,Parlamento
.,PUNCT,.
Desde,ADP,desde
IU,PROPN,IU
se,PRON,él
va,AUX,ir
a,ADP,a
impulsar,VERB,impulsar
la,DET,el
creación,NOUN,creación
de,ADP,de
un,DET,uno
consorcio,NOUN,consorcio
que,PRON,que
se,PRON,él
denominará,VERB,denominar
Iperea,PROPN,Iperea
(,PUNCT,(
Instituciones,PROPN,Instituciones
por,ADP,por
las,DET,el
Energías,PROPN,Energías
Renovables,PROPN,Renovables
de,ADP,de
Andalucía,PROPN,Andalucía
),PUNCT,)
",",PUNCT,","
que,PRON,que
integrará,VERB,integrar
a,ADP,a
administraciones,NOUN,administración
locales,ADJ,local
y,CCONJ,y
universidades,NOUN,universidad
",",PUNCT,","
y,CCONJ,y
que,PRON,que
pretende,VERB,pretender
alcanzar,VERB,alcanzar
para,ADP,para
el,DET,el
2004,NOUN,2004
un,DET,uno
15,NUM,15
por,ADP,por
ciento,NUM,ciento
de,ADP,de
consumo,NOUN,consumo
con,ADP,con
energías,NOUN,energía
alternativas,ADJ,alternativo
",",PUNCT,","
"""",PUNCT,""""
tal,NOUN,tal
y,CCONJ,y
como,SCONJ,como
propone,VERB,proponer
la,DET,el
UE,PROPN,UE
"""",PUNCT,""""
.,PUNCT,.
Se,PRON,él
opone,VERB,oponer
a,ADP,a
que,SCONJ,que
se,PRON,él
aproveche,VERB,aprovechar
el,DET,el
agua,NOUN,agua
que,PRON,que
sale,VERB,salir
de,ADP,de
su,DET,su
región,NOUN,región
.,PUNCT,.
El,DET,el
margen,NOUN,margen
financiero,ADJ,financiero
creció,VERB,crecer
el,DET,el
"16,3%",SYM,16.3
",",PUNCT,","
mientras,SCONJ,mientras
los,DET,el
recursos,NOUN,recurso
de,ADP,de
clientes,NOUN,cliente
llegaron,VERB,llegar
a,ADP,a
"2,384",NUM,2.384
billones,NOUN,billón
de,ADP,de
pesetas,NOUN,peseta
",",PUNCT,","
un,DET,uno
"5,4%",SYM,5.4
más,ADV,más
.,PUNCT,.
Se,PRON,él
votaba,VERB,votar
la,DET,el
ponencia,NOUN,ponencia
del,ADP,del
señor,NOUN,señor
Rato,PROPN,Rato
España,PROPN,España
en,ADP,en
un,DET,uno
mundo,NOUN,mundo
global,ADJ,global
y,CCONJ,y
una,DET,uno
sola,ADJ,solo
cartulina,NOUN,cartulina
se,PRON,él
alzó,VERB,alzar
con,ADP,con
el,DET,el
no,ADV,no
.,PUNCT,.
Un,DET,uno
whiskito,NOUN,whiskito
de,ADP,de
tanto,NOUN,tanto
en,ADP,en
tanto,NOUN,tanto
es,AUX,ser
bueno,ADJ,buen
para,ADP,para
el,DET,el
corazón,NOUN,corazón
.,PUNCT,.
Tras,ADP,tras
su,DET,su
victoria,NOUN,victoria
",",PUNCT,","
el,DET,el
jugador,NOUN,jugador
estadounidense,ADJ,estadounidense
",",PUNCT,","
que,PRON,que
busca,VERB,buscar
