"""",PUNCT,""""
Aún,ADV,aún
quedan,VERB,quedar
bastantes,DET,bastante
jornadas,NOUN,jornada
como,SCONJ,como
para,ADP,para
estar,AUX,estar
a,ADP,a
la,DET,el
expectativa,NOUN,expectativa
",",PUNCT,","
cuando,SCONJ,cuando
estemos,AUX,estar
mas,ADV,mas
cerca,ADV,cerca
final,NOUN,final
ya,ADV,ya
veremos,VERB,ver
.,PUNCT,.
Según,ADP,según
fuentes,NOUN,fuente
policiales,ADJ,policial
",",PUNCT,","
los,DET,el
cadáveres,NOUN,cadáver
del,ADP,del
padre,NOUN,padre
y,CCONJ,y
de,ADP,de
la,DET,el
niña,NOUN,niña
estaban,VERB,estar
en,ADP,en
el,DET,el
cuarto,NOUN,cuarto
de,ADP,de
baño,NOUN,baño
",",PUNCT,","
mientras,CCONJ,mientras
que,SCONJ,que
el,DET,el
de,ADP,de
la,DET,el
madre,NOUN,madre
se,PRON,él
encontraba,VERB,encontrar
en,ADP,en
la,DET,el
habitación,NOUN,habitación
de,ADP,de
la,DET,el
pequeña,ADJ,pequeño
",",PUNCT,","
que,PRON,que
sufría,VERB,sufrir
síndrome,NOUN,síndrome
de,ADP,de
Down,NOUN,down
.,PUNCT,.
Arias,PROPN,Arias
acusó,VERB,acusar
al,ADP,al
ex,ADJ,ex
presidente,NOUN,presidente
Calderón,PROPN,Calderón
",",PUNCT,","
del,ADP,del
gubernamental,ADJ,gubernamental
PUSC,PROPN,PUSC
",",PUNCT,","
de,ADP,de
"""",PUNCT,""""
traición,NOUN,traición
"""",PUNCT,""""
y,CCONJ,y
de,ADP,de
"""",PUNCT,""""
apuñalar,VERB,apuñalar
la,DET,el
democracia,NOUN,democracia
"""",PUNCT,""""
al,ADP,al
retirar,VERB,retirar
su,DET,su
apoyo,NOUN,apoyo
a,ADP,a
un,DET,uno
proyecto,NOUN,proyecto
que,PRON,que
permitiría,VERB,permitir
la,DET,el
discusión,NOUN,discusión
de,ADP,de
reformas,NOUN,reforma
constitucionales,ADJ,constitucional
para,ADP,para
debatir,VERB,debatir
en,ADP,en
el,DET,el
Parlamento,PROPN,Parlamento
la,DET,el
reelección,NOUN,reelección
presidencial,ADJ,presidencial
.,PUNCT,.
La,DET,el
nave,NOUN,nave
transportaba,VERB,transportar
a,ADP,a
uno,PRON,uno
de,ADP,de
los,DET,el
dos,NUM,dos
comandantes,NOUN,comandante
de,ADP,de
la,DET,el
Mir,PROPN,Mir
",",PUNCT,","
el,DET,el
cosmonauta,NOUN,cosmonauta
ruso,ADJ,ruso
Guennadi,PROPN,Guennadi
Padalka,PROPN,Padalka
",",PUNCT,","
y,CCONJ,y
el,DET,el
eslovaco,NOUN,eslovaco
Ivan,PROPN,Ivan
Bella,PROPN,Bella
",",PUNCT,","
de,ADP,de
34,NUM,34
años,NOUN,año
",",PUNCT,","
que,PRON,que
es,AUX,ser
el,DET,el
primer,ADJ,primero
cosmonauta,NOUN,cosmonauta
de,ADP,de
aquel,DET,aquel
país,NOUN,país
que,PRON,que
hace,VERB,hacer
una,DET,uno
incursión,NOUN,incursión
al,ADP,al
espacio,NOUN,espacio
.,PUNCT,.
Así,ADV,así
es,AUX,ser
como,PRON,como
la,DET,el
compañía,NOUN,compañía
teatral,ADJ,teatral
Joglars,PROPN,Joglars
recrea,VERB,recrear
la,DET,el
agonía,NOUN,agonía
de,ADP,de
Dalí,PROPN,Dalí
",",PUNCT,","
tema,NOUN,tema
central,ADJ,central
de,ADP,de
Dalí,PROPN,Dalí
",",PUNCT,","
el,DET,el
próximo,ADJ,próximo
espectáculo,NOUN,espectáculo
del,ADP,del
grupo,NOUN,grupo
que,PRON,que
dirige,VERB,dirigir
Albert,PROPN,Albert
Boadella,PROPN,Boadella
.,PUNCT,.
"""",PUNCT,""""
He,AUX,haber
cometido,VERB,cometer
un,DET,uno
error,NOUN,error
y,CCONJ,y
punto,NOUN,punto
"""",PUNCT,""""
",",PUNCT,","
constató,VERB,constatar
el,DET,el
ex,ADJ,ex
canciller,NOUN,canciller
",",PUNCT,","
en,ADP,en
alusión,NOUN,alusión
a,ADP,a
que,SCONJ,que
no,ADV,no
se,PRON,él
atuvo,VERB,atenerse
a,ADP,a
las,DET,el
reglas,NOUN,regla
parlamentarias,ADJ,parlamentario
al,ADP,al
recaudar,VERB,recaudar
entre,ADP,entre
"1,5",NUM,1.5
y,CCONJ,y
dos,NUM,2
millones,NOUN,millón
de,ADP,de
marcos,NOUN,marco
en,ADP,en
donativos,NOUN,donativo
a,ADP,a
la,DET,el
CDU,PROPN,CDU
.,PUNCT,.
Las,DET,el
otras,DET,otro
dos,NUM,dos
eliminatorias,NOUN,eliminatoria
enfrentarán,VERB,enfrentar
a,ADP,a
Zimbabue,PROPN,Zimbabue
con,ADP,con
Rumanía,PROPN,Rumanía
y,CCONJ,y
a,ADP,a
Uzbekistán,PROPN,Uzbekistán
con,ADP,con
Holanda,PROPN,Holanda
en,ADP,en
Taskent,PROPN,Taskent
.,PUNCT,.
Rodés,PROPN,Rodés
propuso,VERB,proponer
que,SCONJ,que
el,DET,el
presupuesto,NOUN,presupuesto
de,ADP,de
cada,DET,cada
centro,NOUN,centro
se,PRON,él
otorgue,VERB,otorgar
en,ADP,en
función,NOUN,función
de,ADP,de
los,DET,el
resultados,NOUN,resultado
obtenidos,ADJ,obtenido
y,CCONJ,y
lamentó,VERB,lamentar
que,SCONJ,que
exista,VERB,existir
una,DET,uno
"""",PUNCT,""""
verdadera,ADJ,verdadero
clase,NOUN,clase
de,ADP,de
científicos,NOUN,científico
funcionarios,NOUN,funcionario
"""",PUNCT,""""
.,PUNCT,.
Como,SCONJ,como
