El,DET,el
Consejo,PROPN,Consejo
de,ADP,de
Ministros,PROPN,Ministros
ha,AUX,haber
aprobado,VERB,aprobar
un,DET,uno
acuerdo,NOUN,acuerdo
por,ADP,por
el,DET,el
que,PRON,que
se,PRON,él
autoriza,VERB,autorizar
la,DET,el
firma,NOUN,firma
del,ADP,del
Convenio,PROPN,Convenio
Europeo,PROPN,Europeo
sobre,ADP,sobre
indemnización,NOUN,indemnización
a,ADP,a
las,DET,el
víctimas,NOUN,víctima
de,ADP,de
delitos,NOUN,delito
violentos,ADJ,violento
y,CCONJ,y
contra,ADP,contra
la,DET,el
libertad,NOUN,libertad
sexual,ADJ,sexual
",",PUNCT,","
informa,VERB,informar
el,DET,el
Portavoz,PROPN,Portavoz
del,ADP,del
Gobierno,PROPN,Gobierno
.,PUNCT,.
Algunos,DET,alguno
niños,NOUN,niño
lloraron,VERB,llorar
",",PUNCT,","
algunas,DET,alguno
personas,NOUN,persona
se,PRON,él
desmayaron,VERB,desmayar
",",PUNCT,","
y,CCONJ,y
fueron,AUX,ser
muchos,PRON,mucho
los,DET,el
representantes,NOUN,representante
de,ADP,de
la,DET,el
cultura,NOUN,cultura
que,PRON,que
",",PUNCT,","
pensativos,ADJ,pensativo
",",PUNCT,","
acudieron,VERB,acudir
a,ADP,a
la,DET,el
última,ADJ,último
cita,NOUN,cita
con,ADP,con
il,NOUN,il
mattatore,NOUN,mattatore
",",PUNCT,","
el,DET,el
protagonista,NOUN,protagonista
absoluto,ADJ,absoluto
del,ADP,del
escenario,NOUN,escenario
.,PUNCT,.
Se,PRON,él
trata,VERB,tratar
de,ADP,de
que,SCONJ,que
el,DET,el
boom,NOUN,boom
de,ADP,de
la,DET,el
Red,PROPN,Red
sea,AUX,ser
"""",PUNCT,""""
respetuoso,ADJ,respetuoso
con,ADP,con
la,DET,el
soberanía,NOUN,soberanía
de,ADP,de
cada,DET,cada
país,NOUN,país
y,CCONJ,y
su,DET,su
sistema,NOUN,sistema
fiscal,ADJ,fiscal
"""",PUNCT,""""
",",PUNCT,","
indicó,VERB,indicar
Case,PROPN,Case
.,PUNCT,.
Jamás,ADV,jamás
tuvo,VERB,tener
una,DET,uno
nota,NOUN,nota
más,ADV,más
alta,ADJ,alto
que,SCONJ,que
la,DET,el
otra,PRON,otro
",",PUNCT,","
y,CCONJ,y
eso,PRON,ese
es,AUX,ser
realmente,ADV,realmente
difícil,ADJ,difícil
cuando,SCONJ,cuando
se,PRON,él
trabaja,VERB,trabajar
con,ADP,con
un,DET,uno
material,NOUN,material
tan,ADV,tanto
inaprensible,ADJ,inaprensible
como,SCONJ,como
es,AUX,ser
la,DET,el
realidad,NOUN,realidad
.,PUNCT,.
La,DET,el
historia,NOUN,historia
es,AUX,ser
tozuda,ADJ,tozudo
y,CCONJ,y
revela,VERB,revelar
además,ADV,además
que,SCONJ,que
",",PUNCT,","
desde,ADP,desde
que,SCONJ,que
en,ADP,en
1978,NUM,1978
fue,AUX,ser
elegido,VERB,elegir
Núñez,PROPN,Núñez
como,SCONJ,como
presidente,NOUN,presidente
del,ADP,del
Barcelona,PROPN,Barcelona
",",PUNCT,","
en,ADP,en
unos,DET,uno
comicios,NOUN,comicio
en,ADP,en
que,PRON,que
se,PRON,él
enfrentó,VERB,enfrentar
a,ADP,a
Ferran,PROPN,Ferran
Ariño,PROPN,Ariño
y,CCONJ,y
Nicolau,PROPN,Nicolau
Casaus,PROPN,Casaus
",",PUNCT,","
sólo,ADV,sólo
ha,AUX,haber
habido,AUX,haber
elecciones,NOUN,elección
de,ADP,de
verdad,NOUN,verdad
en,ADP,en
dos,NUM,dos
ocasiones,NOUN,ocasión
y,CCONJ,y
con,ADP,con
sólo,ADV,sólo
dos,NUM,dos
candidatos,NOUN,candidato
en,ADP,en
liza,NOUN,liza
:,PUNCT,:
en,ADP,en
1989,NUM,1989
",",PUNCT,","
entre,ADP,entre
Núñez,PROPN,Núñez
y,CCONJ,y
Sixte,PROPN,Sixte
Cambra,PROPN,Cambra
",",PUNCT,","
y,CCONJ,y
en,ADP,en
1997,NUM,1997
",",PUNCT,","
entre,ADP,entre
Núñez,PROPN,Núñez
y,CCONJ,y
Fernández,PROPN,Fernández
.,PUNCT,.
Han,AUX,haber
fallado,VERB,fallar
las,DET,el
formas,NOUN,forma
diplomáticas,ADJ,diplomático
y,CCONJ,y
hay,AUX,haber
que,SCONJ,que
cambiarlas,VERB,cambiar él
una,DET,uno
retirada,NOUN,retirada
a,ADP,a
tiempo,NOUN,tiempo
no,ADV,no
siempre,ADV,siempre
es,AUX,ser
una,DET,uno
victoria,NOUN,victoria
",",PUNCT,","
máxime,ADV,máxime
cuando,SCONJ,cuando
se,PRON,él
estuvo,AUX,estar
predicando,VERB,predicar
durante,ADP,durante
meses,NOUN,mes
la,DET,el
guerra,NOUN,guerra
santa,ADJ,santo
contra,ADP,contra
la,DET,el
pérfida,NOUN,pérfida
Alemania,PROPN,Alemania
y,CCONJ,y
su,DET,su
manía,NOUN,manía
de,ADP,de
resistirse,VERB,resistir él
a,ADP,a
mantener,VERB,mantener
los,DET,el
fondos,NOUN,fondo
estructurales,ADJ,estructural
y,CCONJ,y
de,ADP,de
cohesión,NOUN,cohesión
para,ADP,para
España,PROPN,España
hasta,ADP,hasta
pasado,VERB,pasar
el,DET,el
2006,NUM,2006
.,PUNCT,.
Muchos,PRON,mucho
le,PRON,él
critican,VERB,criticar
por,ADP,por
ser,AUX,ser
demasiado,ADV,demasiado
intelectual,ADJ,intelectual
y,CCONJ,y
por,ADP,por
su,DET,su
",",PUNCT,","
como,SCONJ,como
dicen,VERB,decir
",",PUNCT,","
"""",PUNCT,""""
falta,NOUN,falta
de,ADP,de
flexibilidad,NOUN,flexibilidad
"""",PUNCT,""""
",",PUNCT,","
léase,VERB,lea él
",",PUNCT,","
de,ADP,de
oportunismo,NOUN,oportunismo
.,PUNCT,.
El,DET,el
primero,ADJ,primero
indica,VERB,indicar
la,DET,el
dirección,NOUN,dirección
de,ADP,de
la,DET,el
carretera,NOUN,carretera
y,CCONJ,y
el,DET,el
segundo,ADJ,segundo
",",PUNCT,","
el,DET,el
orden,NOUN,orden
en,ADP,en
el,DET,el
territorio,NOUN,territorio
.,PUNCT,.
Endesa,PROPN,Endesa
España,PROPN,España
",",PUNCT,","
en,ADP,en
tanto,NOUN,tanto
",",PUNCT,","
controla,VERB,controlar
en,ADP,en
Chile,PROPN,Chile
al,ADP,al
principal,ADJ,principal
grupo,NOUN,grupo
eléctrico,ADJ,eléctrico
(,PUNCT,(
ENERSIS,PROPN,ENERSIS
),PUNCT,)
y,CCONJ,y
paralelamente,ADV,paralelamente
tiene,VERB,tener
un,DET,uno
11,NUM,11
por,ADP,por
ciento,NUM,ciento
del,ADP,del
capital,NOUN,capital
de,ADP,de
Aguas,PROPN,Aguas
Barcelona,PROPN,Barcelona
",",PUNCT,","
lo,PRON,él
que,PRON,que
le,PRON,él
da,VERB,dar
derecho,NOUN,derecho
a,ADP,a
contar,VERB,contar
con,ADP,con
tres,NUM,tres
de,ADP,de
los,DET,el
quince,NUM,quince
miembros,NOUN,miembro
del,ADP,del
consejo,NOUN,consejo
de,ADP,de
administración,NOUN,administración
de,ADP,de
la,DET,el
compañía,NOUN,compañía
.,PUNCT,.
El,DET,el
general,NOUN,general
Maroni,PROPN,Maroni
señaló,VERB,señalar
que,SCONJ,que
en,ADP,en
los,DET,el
próximos,ADJ,próximo
días,NOUN,día
se,PRON,él
recrudecerán,VERB,recrudecer
los,DET,el
ataques,NOUN,ataque
",",PUNCT,","
y,CCONJ,y
dirigió,VERB,dirigir
un,DET,uno
mensaje,NOUN,mensaje
admonitorio,ADJ,admonitorio
a,ADP,a
las,DET,el
tropas,NOUN,tropa
serbias,ADJ,serbio
:,PUNCT,:
"""",PUNCT,""""
El,DET,el
tiempo,NOUN,tiempo
mejora,VERB,mejorar
"""",PUNCT,""""
.,PUNCT,.
El,DET,el
galardón,NOUN,galardón
",",PUNCT,","
concedido,ADJ,concedido
cada,DET,cada
año,NOUN,año
por,ADP,por
esa,DET,ese
institución,NOUN,institución
privada,ADJ,privado
sin,ADP,sin
ánimo,NOUN,ánimo
de,ADP,de
lucro,NOUN,lucro
y,CCONJ,y
dedicada,ADJ,dedicado
a,ADP,a
la,DET,el
difusión,NOUN,difusión
de,ADP,de
la,DET,el
cultura,NOUN,cultura
hispánica,ADJ,hispánico
",",PUNCT,","
fue,AUX,ser
entregada,VERB,entregar
por,ADP,por
el,DET,el
presidente,NOUN,presidente
del,ADP,del
Spanish,PROPN,Spanish
Institute,PROPN,Institute
",",PUNCT,","
Fernando,PROPN,Fernando
Abreu,PROPN,Abreu
",",PUNCT,","
y,CCONJ,y
el,DET,el
príncipe,NOUN,príncipe
Pablo,PROPN,Pablo
de,ADP,de
Grecia,PROPN,Grecia
",",PUNCT,","
primo,NOUN,primo
de,ADP,de
don,NOUN,don
Felipe,PROPN,Felipe
actuó,VERB,actuar
como,SCONJ,como
maestro,NOUN,maestro
de,ADP,de
ceremonias,NOUN,ceremonia
.,PUNCT,.
Tal,NOUN,tal
como,SCONJ,como
se,PRON,él
preveía,VERB,prever
",",PUNCT,","
el,DET,el
Consejo,PROPN,Consejo
de,ADP,de
Ministros,PROPN,Ministros
aprobó,VERB,aprobar
ayer,ADV,ayer
la,DET,el
prórroga,NOUN,prórroga
del,ADP,del
actual,ADJ,actual
concierto,NOUN,concierto
económico,ADJ,económico
al,ADP,al
expirar,VERB,expirar
",",PUNCT,","
a,ADP,a
las,DET,el
ocho,NOUN,ocho
de,ADP,de
la,DET,el
mañana,NOUN,mañana
",",PUNCT,","
el,DET,el
plazo,NOUN,plazo
que,PRON,que
había,AUX,haber
concedido,VERB,conceder
al,ADP,al
Ejecutivo,PROPN,Ejecutivo
vasco,ADJ,vasco
para,ADP,para
lograr,VERB,lograr
un,DET,uno
acuerdo,NOUN,acuerdo
.,PUNCT,.
No,ADV,no
me,PRON,yo
siento,VERB,sentir
plenamente,ADV,plenamente
satisfecha,ADJ,satisfecho
de,ADP,de
mi,DET,mi
trabajo,NOUN,trabajo
.,PUNCT,.
Las,DET,el
restantes,ADJ,restante
1.115.856,NUM,1115856
contrataciones,NOUN,contratación
de,ADP,de
mayo,NOUN,mayo
fueron,VERB,ser
de,ADP,de
carácter,NOUN,carácter
